"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.675274500E0,4.761747894E0,5.128335571E0,-7.519014130E0,1.027178866E1
2.685291500E0,4.594994659E0,5.079986115E0,-7.298822021E0,1.000964723E1
2.695308500E0,4.453538818E0,4.965474243E0,-7.000193024E0,9.669159469E0
2.705325500E0,4.129612427E0,4.750820618E0,-6.560108185E0,9.091700321E0
2.715341500E0,3.764671326E0,4.537514191E0,-6.135590973E0,8.509245666E0
2.725358500E0,3.712130585E0,4.491859131E0,-6.375691681E0,8.637485533E0
2.735375500E0,4.254153442E0,4.606071625E0,-7.156018982E0,9.514322098E0
2.745392500E0,4.994663544E0,4.835245056E0,-7.923173676E0,1.054053793E1
2.755408500E0,5.438041534E0,5.010231171E0,-8.254883881E0,1.108232015E1
2.765425500E0,5.606441345E0,5.056185608E0,-7.853718109E0,1.089394720E1
2.775442500E0,5.698050842E0,4.992717590E0,-6.909182281E0,1.025338052E1
2.785458500E0,5.648952942E0,4.932393036E0,-5.880371704E0,9.529844793E0
2.795475500E0,5.333259430E0,4.949607239E0,-4.835544434E0,8.736404176E0
2.805492500E0,4.781806183E0,5.010081482E0,-4.167483673E0,8.082976370E0
2.815509500E0,4.445305939E0,4.879403229E0,-3.842359772E0,7.637607569E0
2.825525500E0,4.682113495E0,4.506528625E0,-3.919150085E0,7.588855278E0
2.835542500E0,5.608836365E0,4.337080994E0,-5.777236176E0,9.145806402E0
2.845559500E0,7.129374390E0,4.495301971E0,-7.314838715E0,1.115986489E1
2.855576500E0,8.375982056E0,4.827311554E0,-7.873776398E0,1.246821427E1
2.865592500E0,8.362210693E0,5.170847168E0,-7.525151367E0,1.238111995E1
2.875609500E0,7.545658722E0,5.387446747E0,-6.305936737E0,1.121277781E1
2.885626500E0,6.533613281E0,5.465135193E0,-4.987777863E0,9.870852708E0
2.895643500E0,5.701194305E0,5.293591919E0,-3.958218842E0,8.728873255E0
2.905659500E0,4.931045837E0,4.891228638E0,-4.152814178E0,8.092292397E0
2.915676500E0,4.419260101E0,4.447850647E0,-5.022206268E0,8.033417145E0
2.925693500E0,4.485123138E0,4.173920288E0,-5.862558746E0,8.479831083E0
2.935710500E0,5.083578644E0,4.075275421E0,-6.273903351E0,9.045026525E0
2.945726500E0,5.579647064E0,4.107757874E0,-6.433920593E0,9.455235074E0
2.955743500E0,5.880072327E0,4.283193054E0,-6.471193085E0,9.736392209E0
2.965760500E0,6.212231598E0,4.672683105E0,-6.345604248E0,1.003456437E1
2.975777500E0,6.389463043E0,5.185067596E0,-6.201454010E0,1.030379521E1
2.985793500E0,6.239325256E0,5.537285156E0,-6.115532684E0,1.034361864E1
2.995810500E0,6.155948639E0,5.730832672E0,-5.842201080E0,1.024057910E1
3.005827500E0,6.445895691E0,5.717360687E0,-5.313051453E0,1.012256392E1
3.015844500E0,6.934779053E0,5.455704803E0,-5.044809265E0,1.016395474E1
3.025860500E0,7.333699493E0,5.139412537E0,-4.789290619E0,1.015549182E1
3.035877500E0,7.461383972E0,4.866829376E0,-4.433779907E0,9.950712699E0
3.045894500E0,7.386389923E0,4.745731201E0,-4.473746796E0,9.853686169E0
3.055911500E0,7.453600159E0,4.822222137E0,-4.880151672E0,1.013044234E1
3.065927500E0,7.462581482E0,4.912334747E0,-5.207969971E0,1.034137835E1
3.075944500E0,7.187004547E0,4.866979065E0,-5.502407684E0,1.027701367E1
3.085961500E0,6.816974030E0,4.794978790E0,-5.623655548E0,1.005427562E1
3.095978500E0,6.432872772E0,4.764891357E0,-5.903723145E0,9.946858234E0
3.105994500E0,6.188431091E0,4.811893616E0,-5.833818512E0,9.771613888E0
3.116011500E0,6.193221130E0,4.918172607E0,-5.729485474E0,9.765828872E0
3.126028500E0,6.268963623E0,4.969815216E0,-5.559139709E0,9.741817207E0
3.136045500E0,6.253845062E0,4.963079224E0,-5.206173706E0,9.531368113E0
3.146061500E0,6.212231598E0,4.932393036E0,-5.165308685E0,9.465766546E0
3.156078500E0,6.319708099E0,5.002297668E0,-6.096372528E0,1.010581270E1
3.166095500E0,6.593039703E0,5.046455841E0,-7.053781586E0,1.089452724E1
3.176112500E0,6.665189667E0,5.055137787E0,-7.452552338E0,1.120355781E1
3.186128500E0,6.437812500E0,4.934488678E0,-7.069349213E0,1.075966108E1
3.196145500E0,5.745651855E0,4.722080383E0,-5.722899170E0,9.384142651E0
3.206162500E0,4.765190735E0,4.632117462E0,-5.130580902E0,8.395618817E0
3.216179500E0,4.045637054E0,4.540807343E0,-5.432652740E0,8.154742565E0
3.226195500E0,3.899690552E0,4.455185394E0,-5.823190613E0,8.304565745E0
3.236212500E0,4.440964966E0,4.570745087E0,-7.060218201E0,9.511075729E0
